start_station_id,date,hour,demand_count,datetime_hour,ride_distance_km,ride_duration,is_weekend,is_peak_hour,temperature_2m,precipitation,wind_speed_10m,weather_severity,is_good_biking_weather,has_precipitation,is_comfortable_temp,is_windy,season,traffic_mean,traffic_max,traffic_sum,traffic_count
2832.03,2023-03-30,14,2,2023-03-30 14:00:00,5.02360496054642,19.9143,0.0,0.0,1.5225,0.0,18.089775,5.8089775,0.0,0.0,0.0,1.0,Spring,665.7916666666666,1193.5,1997.375,3.0
2898.01,2023-09-07,11,2,2023-09-07 11:00:00,4.440734425656917,19.02100833333333,0.0,0.0,21.8725,0.0,5.00128,0.500128,1.0,0.0,1.0,0.0,Fall,104.125,127.5,208.25,2.0
3000.08,2023-06-23,19,1,2023-06-23 19:00:00,1.5035143323925242,8.887233333333334,0.0,1.0,22.1225,0.0,21.129883,2.1129883,1.0,0.0,1.0,1.0,Summer,203.58333333333331,427.25,610.75,3.0
2923.01,2023-06-28,14,3,2023-06-28 14:00:00,2.9445554648692025,34.45742222222222,0.0,0.0,23.3725,0.1,5.904439,0.7904439000000001,0.0,1.0,1.0,0.0,Summer,241.04166666666663,514.625,723.125,3.0
2733.03,2023-04-02,22,1,2023-04-02 22:00:00,1.039981091447221,4.346100000000001,1.0,0.0,9.0725,0.0,15.7908325,5.57908325,0.0,0.0,0.0,1.0,Spring,76.5,76.5,76.5,1.0
3000.08,2023-05-25,21,1,2023-05-25 21:00:00,0.7206908241153759,4.256083333333334,0.0,0.0,18.822498,0.0,18.514643,1.8514643,1.0,0.0,1.0,1.0,Spring,71.5,149.0,214.5,3.0
3007.05,2023-03-24,19,1,2023-03-24 19:00:00,0.0,8.558233333333334,0.0,1.0,10.7225,0.0,7.754637,0.7754637,1.0,0.0,1.0,0.0,Spring,115.25,158.25,345.75,3.0
2923.01,2023-03-01,20,1,2023-03-01 20:00:00,0.3722460269570098,1.765,0.0,0.0,4.9225,0.0,22.039528,6.2039528,0.0,0.0,0.0,1.0,Spring,37.75,66.625,75.5,2.0
2861.02,2023-05-19,19,1,2023-05-19 19:00:00,0.7917958506441047,5.067566666666666,0.0,1.0,18.7225,0.0,33.00436,3.0,0.0,0.0,1.0,1.0,Spring,54.0625,88.0,216.25,4.0
2782.02,2023-06-03,9,1,2023-06-03 09:00:00,2.070756144562327,15.789933333333332,1.0,1.0,18.072498,0.0,12.738099,1.2738099,1.0,0.0,1.0,0.0,Summer,38.875,72.25,155.5,4.0
2821.05,2023-05-12,15,2,2023-05-12 15:00:00,3.576801287804928,15.091058333333333,0.0,0.0,25.7725,0.0,5.904439,4.5904439,0.0,0.0,0.0,0.0,Spring,248.875,419.875,497.75,2.0
2733.03,2023-08-02,16,2,2023-08-02 16:00:00,3.859976872388797,19.997475,0.0,1.0,24.7225,0.0,8.311245,0.8311244999999999,1.0,0.0,1.0,0.0,Summer,182.1875,315.375,364.375,2.0
2961.05,2023-10-02,15,1,2023-10-02 15:00:00,0.8808487274541053,3.7428,0.0,0.0,22.4725,0.0,11.720751,1.1720751,1.0,0.0,1.0,0.0,Fall,162.16666666666666,162.16666666666666,162.16666666666666,1.0
2782.02,2023-04-28,16,3,2023-04-28 16:00:00,0.2872543554892969,1.879533333333333,0.0,1.0,12.8225,0.0,19.809813,1.9809813,1.0,0.0,1.0,1.0,Spring,108.5625,138.25,217.125,2.0
2861.02,2023-05-04,11,1,2023-05-04 11:00:00,1.802928279615993,9.999616666666666,0.0,0.0,8.2225,0.2,16.071491,6.0071491,0.0,1.0,0.0,1.0,Spring,92.4375,121.75,184.875,2.0
2782.02,2023-05-07,14,1,2023-05-07 14:00:00,0.2348478280594391,2.3202,1.0,0.0,18.5225,0.0,7.386582,0.7386581999999999,1.0,0.0,1.0,0.0,Spring,222.625,372.125,445.25,2.0
2782.02,2023-03-16,20,1,2023-03-16 20:00:00,0.2872543554892969,1.7063166666666667,0.0,0.0,13.1725,0.0,15.517629,1.5517629,1.0,0.0,1.0,1.0,Spring,30.75,52.25,123.0,4.0
2832.03,2023-05-30,11,3,2023-05-30 11:00:00,2.1982808233467863,12.66715,0.0,0.0,12.5225,0.0,15.281989,1.5281989,1.0,0.0,1.0,1.0,Spring,49.833333333333336,94.25,149.5,3.0
3007.05,2023-10-06,15,1,2023-10-06 15:00:00,2.9156879019974413,20.16155,0.0,0.0,21.2225,0.1,14.021525,1.6021525,0.0,1.0,1.0,0.0,Fall,155.08333333333334,218.25,465.25,3.0
2782.02,2023-05-03,17,1,2023-05-03 17:00:00,6.168643370100627,30.53665,0.0,1.0,12.2225,0.1,13.104198,1.5104198,0.0,1.0,1.0,0.0,Spring,112.4375,148.375,224.875,2.0
3007.05,2023-05-30,15,2,2023-05-30 15:00:00,1.0672081836613088,6.185366666666667,0.0,0.0,17.922499,0.0,11.440979,1.1440979,1.0,0.0,1.0,0.0,Spring,61.875,124.875,185.625,3.0
2932.03,2023-09-10,14,1,2023-09-10 14:00:00,3.6867959791294673,11.409116666666668,1.0,0.0,22.6225,0.4,6.1094027,1.4109402700000002,0.0,1.0,1.0,0.0,Fall,57.75,65.25,115.5,2.0
2971.02,2023-05-05,19,1,2023-05-05 19:00:00,0.3403457012934676,43.8053,0.0,1.0,16.2725,0.0,5.0911684,0.50911684,1.0,0.0,1.0,0.0,Spring,218.1875,366.5,436.375,2.0
2821.05,2023-03-08,16,1,2023-03-08 16:00:00,1.042581251405533,10.271066666666666,0.0,1.0,4.9725,0.0,27.852928,6.7852928,0.0,0.0,0.0,1.0,Spring,72.875,102.875,145.75,2.0
